n_miast;pop;limit_pokolen;p_mut;p_cross;elite_pct;best_len;dl_na_miasto;best_gen;gen_run;seed;tolerancja;czas_s
100;1000;100;0.05;0.95;1.3;20288.48;202.885;1;100;3;;918.875
100;1000;100;0.05;0.95;1.3;21733.44;217.334;1;100;4;;924.344
100;1000;100;0.05;0.95;1.3;20859.95;208.6;1;100;5;;928.062
100;1000;100;0.1;0.9;0.0;17960.64;179.606;98;100;0;;934.141
100;1000;100;0.1;0.9;0.0;17380.6;173.806;55;100;1;;941.547
100;1000;100;0.1;0.9;0.0;17699.79;176.998;93;100;2;;947.234
100;1000;100;0.1;0.9;0.0;17146.56;171.466;69;100;3;;951.109
100;1000;100;0.1;0.9;0.0;19219.03;192.19;99;100;4;;955.609
100;1000;100;0.1;0.9;0.0;18378.83;183.788;84;100;5;;963.75
100;1000;100;0.1;0.9;0.03;14368.41;143.684;95;100;0;;971.297
100;1000;100;0.1;0.9;0.03;14620.13;146.201;94;100;1;;978.516
100;1000;100;0.1;0.9;0.03;13640.38;136.404;97;100;2;;985.562
100;1000;100;0.1;0.9;0.03;14486.13;144.861;95;100;3;;992.75
100;1000;100;0.1;0.9;0.03;15838.35;158.384;99;100;4;;999.375
100;1000;100;0.1;0.9;0.03;14837.76;148.378;94;100;5;;1006.25
100;1000;100;0.1;0.9;0.05;14020.63;140.206;86;100;0;;1013.031
100;1000;100;0.1;0.9;0.05;13709.73;137.097;99;100;1;;1019.484
100;1000;100;0.1;0.9;0.05;13165.76;131.658;97;100;2;;1026.875
100;1000;100;0.1;0.9;0.05;13733.45;137.335;88;100;3;;1033.5
100;1000;100;0.1;0.9;0.05;14529.38;145.294;98;100;4;;1040.109
100;1000;100;0.1;0.9;0.05;13734.71;137.347;100;100;5;;1047.203
100;1000;100;0.1;0.9;0.1;13823.41;138.234;98;100;0;;1053.891
100;1000;100;0.1;0.9;0.1;12823.88;128.239;91;100;1;;1060.234
100;1000;100;0.1;0.9;0.1;13926.85;139.268;100;100;2;;1067.062
100;1000;100;0.1;0.9;0.1;12913.38;129.134;99;100;3;;1073.656
100;1000;100;0.1;0.9;0.1;12640.14;126.401;95;100;4;;1078.969
100;1000;100;0.1;0.9;0.1;13632.01;136.32;100;100;5;;1083.25
100;1000;100;0.1;0.9;1.3;20002.6;200.026;1;100;0;;1086.359
100;1000;100;0.1;0.9;1.3;20771.07;207.711;1;100;1;;1089.609
100;1000;100;0.1;0.9;1.3;21418.55;214.186;1;100;2;;1092.609
100;1000;100;0.1;0.9;1.3;20288.48;202.885;1;100;3;;1095.906
100;1000;100;0.1;0.9;1.3;21733.44;217.334;1;100;4;;1099.125
100;1000;100;0.1;0.9;1.3;20859.95;208.6;1;100;5;;1102.594
100;1000;100;0.2;0.8;0.0;17716.98;177.17;99;100;0;;1107.641
100;1000;100;0.2;0.8;0.0;18553.3;185.533;93;100;1;;1112.703
100;1000;100;0.2;0.8;0.0;18944.15;189.442;81;100;2;;1117.625
100;1000;100;0.2;0.8;0.0;17053.7;170.537;97;100;3;;1123.844
100;1000;100;0.2;0.8;0.0;18627.22;186.272;73;100;4;;1129.75
100;1000;100;0.2;0.8;0.0;17200.94;172.009;81;100;5;;1135.938
100;1000;100;0.2;0.8;0.03;14650.81;146.508;99;100;0;;1142.688
100;1000;100;0.2;0.8;0.03;13902.33;139.023;100;100;1;;1148.906
100;1000;100;0.2;0.8;0.03;14730.07;147.301;100;100;2;;1152.922
100;1000;100;0.2;0.8;0.03;14277.47;142.775;92;100;3;;1158.656
100;1000;100;0.2;0.8;0.03;14474.52;144.745;99;100;4;;1164.531
100;1000;100;0.2;0.8;0.03;13589.91;135.899;96;100;5;;1171.281
100;1000;100;0.2;0.8;0.05;13104.51;131.045;97;100;0;;1178.578
100;1000;100;0.2;0.8;0.05;13491.47;134.915;98;100;1;;1185.781
100;1000;100;0.2;0.8;0.05;14137.6;141.376;95;100;2;;1192.797
100;1000;100;0.2;0.8;0.05;13114.35;131.143;98;100;3;;1200.406
100;1000;100;0.2;0.8;0.05;14003.94;140.039;97;100;4;;1207.453
100;1000;100;0.2;0.8;0.05;13189.88;131.899;100;100;5;;1214.609
100;1000;100;0.2;0.8;0.1;13085.48;130.855;98;100;0;;1221.703
100;1000;100;0.2;0.8;0.1;12455.78;124.558;97;100;1;;1228.516
100;1000;100;0.2;0.8;0.1;13844.53;138.445;100;100;2;;1235.656
100;1000;100;0.2;0.8;0.1;12969.51;129.695;100;100;3;;1242.656
100;1000;100;0.2;0.8;0.1;12811.12;128.111;99;100;4;;1249.734
100;1000;100;0.2;0.8;0.1;13770.62;137.706;98;100;5;;1256.688
100;1000;100;0.2;0.8;1.3;20002.6;200.026;1;100;0;;1261.422
100;1000;100;0.2;0.8;1.3;20771.07;207.711;1;100;1;;1265.828
100;1000;100;0.2;0.8;1.3;21418.55;214.186;1;100;2;;1270.703
100;1000;100;0.2;0.8;1.3;20288.48;202.885;1;100;3;;1275.578
100;1000;100;0.2;0.8;1.3;21733.44;217.334;1;100;4;;1279.781
100;1000;100;0.2;0.8;1.3;20859.95;208.6;1;100;5;;1284.312
100;1000;100;0.4;0.6;0.0;16814.34;168.143;98;100;0;;1290.969
100;1000;100;0.4;0.6;0.0;18335.56;183.356;97;100;1;;1297.781
100;1000;100;0.4;0.6;0.0;18033.28;180.333;77;100;2;;1304.781
100;1000;100;0.4;0.6;0.0;17467.58;174.676;99;100;3;;1311.609
100;1000;100;0.4;0.6;0.0;18159.08;181.591;96;100;4;;1318.578
100;1000;100;0.4;0.6;0.0;18574.84;185.748;99;100;5;;1325.312
100;1000;100;0.4;0.6;0.03;14053.86;140.539;99;100;0;;1331.797
100;1000;100;0.4;0.6;0.03;13359.73;133.597;90;100;1;;1339.078
100;1000;100;0.4;0.6;0.03;14108.78;141.088;97;100;2;;1345.984
100;1000;100;0.4;0.6;0.03;12672.82;126.728;99;100;3;;1352.859
100;1000;100;0.4;0.6;0.03;15005.69;150.057;100;100;4;;1359.062
100;1000;100;0.4;0.6;0.03;13874.36;138.744;99;100;5;;1363.828
100;1000;100;0.4;0.6;0.05;12639.78;126.398;99;100;0;;1369.391
100;1000;100;0.4;0.6;0.05;12921.77;129.218;96;100;1;;1374.984
100;1000;100;0.4;0.6;0.05;13897.06;138.971;100;100;2;;1381.391
100;1000;100;0.4;0.6;0.05;12861.4;128.614;100;100;3;;1388.312
100;1000;100;0.4;0.6;0.05;13447.63;134.476;89;100;4;;1394.75
100;1000;100;0.4;0.6;0.05;13864.97;138.65;99;100;5;;1401.219
100;1000;100;0.4;0.6;0.1;11908.31;119.083;95;100;0;;1407.812
100;1000;100;0.4;0.6;0.1;12916.72;129.167;97;100;1;;1414.484
100;1000;100;0.4;0.6;0.1;14472.04;144.72;100;100;2;;1421.328
100;1000;100;0.4;0.6;0.1;12212.41;122.124;100;100;3;;1427.688
100;1000;100;0.4;0.6;0.1;13317.04;133.17;99;100;4;;1434.469
100;1000;100;0.4;0.6;0.1;13746.41;137.464;97;100;5;;1441.234
100;1000;100;0.4;0.6;1.3;20002.6;200.026;1;100;0;;1445.844
100;1000;100;0.4;0.6;1.3;20771.07;207.711;1;100;1;;1450.562
100;1000;100;0.4;0.6;1.3;21418.55;214.186;1;100;2;;1455.125
100;1000;100;0.4;0.6;1.3;20288.48;202.885;1;100;3;;1458.922
100;1000;100;0.4;0.6;1.3;21733.44;217.334;1;100;4;;1461.531
100;1000;100;0.4;0.6;1.3;20859.95;208.6;1;100;5;;1463.469
40;400;200;0.0;1.0;0.0;5595.71;139.893;187;200;0;;1464.703
40;400;200;0.0;1.0;0.0;5473.03;136.826;199;200;1;;1465.828
40;400;200;0.0;1.0;0.0;5048.92;126.223;180;200;2;;1467.062
40;400;200;0.0;1.0;0.0;5239.5;130.988;200;200;3;;1467.969
40;400;200;0.0;1.0;0.0;5724.29;143.107;153;200;4;;1469.297
40;400;200;0.0;1.0;0.0;5861.05;146.526;169;200;5;;1470.469
40;400;200;0.0;1.0;0.03;3370.38;84.259;199;200;0;;1471.625
40;400;200;0.0;1.0;0.03;3946.85;98.671;198;200;1;;1472.938
40;400;200;0.0;1.0;0.03;3165.5;79.138;199;200;2;;1474.047
40;400;200;0.0;1.0;0.03;3192.58;79.814;191;200;3;;1475.391
40;400;200;0.0;1.0;0.03;2968.54;74.214;181;200;4;;1476.875
40;400;200;0.0;1.0;0.03;4017.83;100.446;200;200;5;;1478.234
40;400;200;0.0;1.0;0.05;2525.96;63.149;190;200;0;;1479.625
40;400;200;0.0;1.0;0.05;3178.05;79.451;198;200;1;;1481.188
40;400;200;0.0;1.0;0.05;2913.13;72.828;197;200;2;;1482.688
40;400;200;0.0;1.0;0.05;2555.45;63.886;199;200;3;;1484.062
40;400;200;0.0;1.0;0.05;3109.49;77.737;198;200;4;;1485.688
40;400;200;0.0;1.0;0.05;3857.28;96.432;199;200;5;;1486.984
40;400;200;0.0;1.0;0.1;2593.24;64.831;155;200;0;;1488.422
40;400;200;0.0;1.0;0.1;3072.25;76.806;187;200;1;;1489.844
40;400;200;0.0;1.0;0.1;2605.08;65.127;198;200;2;;1491.219
40;400;200;0.0;1.0;0.1;2454.95;61.374;184;200;3;;1492.812
40;400;200;0.0;1.0;0.1;2535.37;63.384;199;200;4;;1494.109
40;400;200;0.0;1.0;0.1;3276.52;81.913;122;200;5;;1495.812
40;400;200;0.0;1.0;1.3;7282.32;182.058;1;200;0;;1496.656
40;400;200;0.0;1.0;1.3;7833.21;195.83;1;200;1;;1497.625
40;400;200;0.0;1.0;1.3;7066.0;176.65;1;200;2;;1498.516
40;400;200;0.0;1.0;1.3;7835.39;195.885;1;200;3;;1499.484
40;400;200;0.0;1.0;1.3;7740.79;193.52;1;200;4;;1500.578
40;400;200;0.0;1.0;1.3;7811.19;195.28;1;200;5;;1501.297
40;400;200;0.05;0.95;0.0;5316.08;132.902;140;200;0;;1502.703
40;400;200;0.05;0.95;0.0;5887.5;147.187;119;200;1;;1504.016
40;400;200;0.05;0.95;0.0;5001.87;125.047;196;200;2;;1505.453
40;400;200;0.05;0.95;0.0;5926.17;148.154;173;200;3;;1506.797
40;400;200;0.05;0.95;0.0;5797.31;144.933;157;200;4;;1508.203
40;400;200;0.05;0.95;0.0;6598.98;164.975;189;200;5;;1509.734
40;400;200;0.05;0.95;0.03;2890.89;72.272;196;200;0;;1511.047
40;400;200;0.05;0.95;0.03;3399.38;84.984;198;200;1;;1512.469
40;400;200;0.05;0.95;0.03;3649.62;91.24;199;200;2;;1513.641
40;400;200;0.05;0.95;0.03;2996.27;74.907;194;200;3;;1514.984
40;400;200;0.05;0.95;0.03;2996.28;74.907;200;200;4;;1516.422
40;400;200;0.05;0.95;0.03;3805.69;95.142;177;200;5;;1517.75
40;400;200;0.05;0.95;0.05;2992.9;74.822;195;200;0;;1519.391
40;400;200;0.05;0.95;0.05;3197.97;79.949;194;200;1;;1520.672
40;400;200;0.05;0.95;0.05;2786.49;69.662;190;200;2;;1522.109
40;400;200;0.05;0.95;0.05;3561.15;89.029;196;200;3;;1523.594
40;400;200;0.05;0.95;0.05;2798.15;69.954;200;200;4;;1524.969
40;400;200;0.05;0.95;0.05;3437.38;85.935;200;200;5;;1526.219
40;400;200;0.05;0.95;0.1;2449.42;61.235;192;200;0;;1527.5
40;400;200;0.05;0.95;0.1;3056.71;76.418;200;200;1;;1528.844
40;400;200;0.05;0.95;0.1;2524.65;63.116;190;200;2;;1530.203
40;400;200;0.05;0.95;0.1;2469.69;61.742;196;200;3;;1531.547
40;400;200;0.05;0.95;0.1;2489.98;62.249;187;200;4;;1533.031
40;400;200;0.05;0.95;0.1;3248.46;81.211;200;200;5;;1534.297
40;400;200;0.05;0.95;1.3;7282.32;182.058;1;200;0;;1535.172
40;400;200;0.05;0.95;1.3;7833.21;195.83;1;200;1;;1536.156
40;400;200;0.05;0.95;1.3;7066.0;176.65;1;200;2;;1537.219
40;400;200;0.05;0.95;1.3;7835.39;195.885;1;200;3;;1538.109
40;400;200;0.05;0.95;1.3;7740.79;193.52;1;200;4;;1539.109
40;400;200;0.05;0.95;1.3;7811.19;195.28;1;200;5;;1540.109
40;400;200;0.1;0.9;0.0;4419.32;110.483;198;200;0;;1541.672
40;400;200;0.1;0.9;0.0;5742.93;143.573;199;200;1;;1543.156
40;400;200;0.1;0.9;0.0;5115.88;127.897;190;200;2;;1544.578
40;400;200;0.1;0.9;0.0;5636.53;140.913;164;200;3;;1546.125
40;400;200;0.1;0.9;0.0;5241.93;131.048;195;200;4;;1547.672
40;400;200;0.1;0.9;0.0;5923.76;148.094;138;200;5;;1549.016
40;400;200;0.1;0.9;0.03;3011.15;75.279;198;200;0;;1550.328
40;400;200;0.1;0.9;0.03;3859.93;96.498;199;200;1;;1551.609
40;400;200;0.1;0.9;0.03;3151.13;78.778;199;200;2;;1553.047
40;400;200;0.1;0.9;0.03;3428.69;85.717;198;200;3;;1554.188
40;400;200;0.1;0.9;0.03;3474.38;86.859;200;200;4;;1555.672
40;400;200;0.1;0.9;0.03;3938.97;98.474;196;200;5;;1556.984
40;400;200;0.1;0.9;0.05;2779.16;69.479;197;200;0;;1558.453
40;400;200;0.1;0.9;0.05;3414.27;85.357;188;200;1;;1559.859
40;400;200;0.1;0.9;0.05;2788.51;69.713;200;200;2;;1561.359
40;400;200;0.1;0.9;0.05;3450.55;86.264;198;200;3;;1562.906
40;400;200;0.1;0.9;0.05;2823.72;70.593;197;200;4;;1564.281
40;400;200;0.1;0.9;0.05;3011.65;75.291;190;200;5;;1565.844
40;400;200;0.1;0.9;0.1;2358.18;58.954;200;200;0;;1567.078
40;400;200;0.1;0.9;0.1;3075.04;76.876;191;200;1;;1568.281
40;400;200;0.1;0.9;0.1;2626.21;65.655;197;200;2;;1569.703
40;400;200;0.1;0.9;0.1;2923.13;73.078;198;200;3;;1570.969
40;400;200;0.1;0.9;0.1;2977.57;74.439;198;200;4;;1572.562
40;400;200;0.1;0.9;0.1;2890.01;72.25;198;200;5;;1574.703
40;400;200;0.1;0.9;1.3;7282.32;182.058;1;200;0;;1576.125
40;400;200;0.1;0.9;1.3;7833.21;195.83;1;200;1;;1577.609
40;400;200;0.1;0.9;1.3;7066.0;176.65;1;200;2;;1578.812
40;400;200;0.1;0.9;1.3;7835.39;195.885;1;200;3;;1580.328
40;400;200;0.1;0.9;1.3;7740.79;193.52;1;200;4;;1581.969
40;400;200;0.1;0.9;1.3;7811.19;195.28;1;200;5;;1583.438
40;400;200;0.2;0.8;0.0;5318.74;132.969;137;200;0;;1585.562
40;400;200;0.2;0.8;0.0;5365.0;134.125;177;200;1;;1587.531
40;400;200;0.2;0.8;0.0;4888.5;122.213;166;200;2;;1589.469
40;400;200;0.2;0.8;0.0;5561.2;139.03;171;200;3;;1591.453
40;400;200;0.2;0.8;0.0;5325.7;133.142;190;200;4;;1593.516
40;400;200;0.2;0.8;0.0;6234.35;155.859;192;200;5;;1595.938
40;400;200;0.2;0.8;0.03;2568.0;64.2;199;200;0;;1598.266
40;400;200;0.2;0.8;0.03;3473.24;86.831;189;200;1;;1600.047
40;400;200;0.2;0.8;0.03;3314.0;82.85;200;200;2;;1602.125
40;400;200;0.2;0.8;0.03;2974.02;74.35;196;200;3;;1604.188
40;400;200;0.2;0.8;0.03;4093.44;102.336;194;200;4;;1605.969
40;400;200;0.2;0.8;0.03;3027.37;75.684;200;200;5;;1607.5
40;400;200;0.2;0.8;0.05;3084.26;77.106;187;200;0;;1608.766
40;400;200;0.2;0.8;0.05;3117.48;77.937;200;200;1;;1609.812
40;400;200;0.2;0.8;0.05;3286.71;82.168;184;200;2;;1611.25
40;400;200;0.2;0.8;0.05;3372.55;84.314;199;200;3;;1613.688
40;400;200;0.2;0.8;0.05;3301.14;82.529;191;200;4;;1615.75
40;400;200;0.2;0.8;0.05;4381.06;109.527;200;200;5;;1618.469
40;400;200;0.2;0.8;0.1;2628.79;65.72;193;200;0;;1620.578
40;400;200;0.2;0.8;0.1;3115.06;77.876;197;200;1;;1622.422
40;400;200;0.2;0.8;0.1;2512.08;62.802;200;200;2;;1624.547
40;400;200;0.2;0.8;0.1;2674.19;66.855;198;200;3;;1626.266
40;400;200;0.2;0.8;0.1;3042.13;76.053;195;200;4;;1628.297
40;400;200;0.2;0.8;0.1;3403.86;85.097;194;200;5;;1630.078
40;400;200;0.2;0.8;1.3;7282.32;182.058;1;200;0;;1631.188
40;400;200;0.2;0.8;1.3;7833.21;195.83;1;200;1;;1632.344
40;400;200;0.2;0.8;1.3;7066.0;176.65;1;200;2;;1633.734
40;400;200;0.2;0.8;1.3;7835.39;195.885;1;200;3;;1635.172
40;400;200;0.2;0.8;1.3;7740.79;193.52;1;200;4;;1636.625
40;400;200;0.2;0.8;1.3;7811.19;195.28;1;200;5;;1638.234
40;400;200;0.4;0.6;0.0;4351.37;108.784;200;200;0;;1640.391
40;400;200;0.4;0.6;0.0;5942.47;148.562;160;200;1;;1642.609
40;400;200;0.4;0.6;0.0;5288.4;132.21;200;200;2;;1644.703
40;400;200;0.4;0.6;0.0;4967.06;124.177;147;200;3;;1646.75
40;400;200;0.4;0.6;0.0;5075.58;126.889;192;200;4;;1649.0
40;400;200;0.4;0.6;0.0;6208.13;155.203;162;200;5;;1651.344
40;400;200;0.4;0.6;0.03;3164.65;79.116;197;200;0;;1653.531
40;400;200;0.4;0.6;0.03;3912.11;97.803;200;200;1;;1655.641
40;400;200;0.4;0.6;0.03;2854.36;71.359;197;200;2;;1657.328
40;400;200;0.4;0.6;0.03;3320.41;83.01;196;200;3;;1659.453
40;400;200;0.4;0.6;0.03;4048.12;101.203;197;200;4;;1661.547
40;400;200;0.4;0.6;0.03;3876.07;96.902;183;200;5;;1663.375
40;400;200;0.4;0.6;0.05;3265.34;81.633;195;200;0;;1665.938
40;400;200;0.4;0.6;0.05;3233.27;80.832;183;200;1;;1667.969
40;400;200;0.4;0.6;0.05;3105.07;77.627;197;200;2;;1669.984
40;400;200;0.4;0.6;0.05;3051.56;76.289;200;200;3;;1672.281
40;400;200;0.4;0.6;0.05;2665.22;66.631;194;200;4;;1674.75
40;400;200;0.4;0.6;0.05;3638.49;90.962;197;200;5;;1677.0
40;400;200;0.4;0.6;0.1;2696.34;67.408;195;200;0;;1679.109
40;400;200;0.4;0.6;0.1;3363.54;84.088;194;200;1;;1681.047
40;400;200;0.4;0.6;0.1;2970.76;74.269;200;200;2;;1683.141
40;400;200;0.4;0.6;0.1;2918.5;72.962;200;200;3;;1685.078
40;400;200;0.4;0.6;0.1;2588.85;64.721;195;200;4;;1687.156
40;400;200;0.4;0.6;0.1;3588.63;89.716;194;200;5;;1689.047
40;400;200;0.4;0.6;1.3;7282.32;182.058;1;200;0;;1690.609
40;400;200;0.4;0.6;1.3;7833.21;195.83;1;200;1;;1692.203
40;400;200;0.4;0.6;1.3;7066.0;176.65;1;200;2;;1693.906
40;400;200;0.4;0.6;1.3;7835.39;195.885;1;200;3;;1695.766
40;400;200;0.4;0.6;1.3;7740.79;193.52;1;200;4;;1697.219
40;400;200;0.4;0.6;1.3;7811.19;195.28;1;200;5;;1698.969
80;800;200;0.0;1.0;0.0;14022.22;175.278;163;200;0;;1708.344
80;800;200;0.0;1.0;0.0;13297.2;166.215;156;200;1;;1717.906
80;800;200;0.0;1.0;0.0;13237.85;165.473;180;200;2;;1726.922
80;800;200;0.0;1.0;0.0;12266.18;153.327;168;200;3;;1736.172
80;800;200;0.0;1.0;0.0;13775.68;172.196;187;200;4;;1745.641
80;800;200;0.0;1.0;0.0;14273.66;178.421;130;200;5;;1755.719
80;800;200;0.0;1.0;0.03;9313.38;116.417;186;200;0;;1765.578
80;800;200;0.0;1.0;0.03;9484.51;118.556;198;200;1;;1775.453
80;800;200;0.0;1.0;0.03;8903.37;111.292;197;200;2;;1785.328
80;800;200;0.0;1.0;0.03;8873.11;110.914;189;200;3;;1795.312
80;800;200;0.0;1.0;0.03;9673.32;120.916;200;200;4;;1805.109
80;800;200;0.0;1.0;0.03;10063.75;125.797;194;200;5;;1814.016
80;800;200;0.0;1.0;0.05;8399.25;104.991;178;200;0;;1823.391
80;800;200;0.0;1.0;0.05;8990.88;112.386;195;200;1;;1832.5
80;800;200;0.0;1.0;0.05;8322.06;104.026;180;200;2;;1841.172
80;800;200;0.0;1.0;0.05;9270.17;115.877;200;200;3;;1849.719
80;800;200;0.0;1.0;0.05;8227.76;102.847;198;200;4;;1857.234
80;800;200;0.0;1.0;0.05;9604.32;120.054;192;200;5;;1866.562
80;800;200;0.0;1.0;0.1;6991.1;87.389;200;200;0;;1876.641
80;800;200;0.0;1.0;0.1;8157.87;101.973;200;200;1;;1887.594
80;800;200;0.0;1.0;0.1;7527.48;94.093;198;200;2;;1896.203
80;800;200;0.0;1.0;0.1;6010.23;75.128;199;200;3;;1905.422
80;800;200;0.0;1.0;0.1;5967.07;74.588;199;200;4;;1913.734
80;800;200;0.0;1.0;0.1;9108.05;113.851;194;200;5;;1919.656
80;800;200;0.0;1.0;1.3;16793.52;209.919;1;200;0;;1924.219
80;800;200;0.0;1.0;1.3;15878.11;198.476;1;200;1;;1928.5
80;800;200;0.0;1.0;1.3;16810.28;210.129;1;200;2;;1933.219
80;800;200;0.0;1.0;1.3;15709.18;196.365;1;200;3;;1936.641
80;800;200;0.0;1.0;1.3;17316.76;216.459;1;200;4;;1940.672
80;800;200;0.0;1.0;1.3;16733.88;209.173;1;200;5;;1944.516
80;800;200;0.05;0.95;0.0;13825.13;172.814;181;200;0;;1950.453
80;800;200;0.05;0.95;0.0;13282.38;166.03;199;200;1;;1956.094
80;800;200;0.05;0.95;0.0;14291.37;178.642;180;200;2;;1962.078
80;800;200;0.05;0.95;0.0;13258.94;165.737;147;200;3;;1968.109
80;800;200;0.05;0.95;0.0;13681.46;171.018;196;200;4;;1973.797
80;800;200;0.05;0.95;0.0;13654.58;170.682;181;200;5;;1979.5
80;800;200;0.05;0.95;0.03;8500.88;106.261;197;200;0;;1985.344
80;800;200;0.05;0.95;0.03;9526.29;119.079;198;200;1;;1991.25
80;800;200;0.05;0.95;0.03;10527.61;131.595;192;200;2;;1997.125
80;800;200;0.05;0.95;0.03;9197.64;114.97;195;200;3;;2003.094
80;800;200;0.05;0.95;0.03;9338.63;116.733;200;200;4;;2008.719
80;800;200;0.05;0.95;0.03;10479.83;130.998;191;200;5;;2013.938
80;800;200;0.05;0.95;0.05;8979.6;112.245;199;200;0;;2019.719
80;800;200;0.05;0.95;0.05;8263.95;103.299;197;200;1;;2028.516
80;800;200;0.05;0.95;0.05;7842.86;98.036;197;200;2;;2037.578
80;800;200;0.05;0.95;0.05;8008.07;100.101;186;200;3;;2045.188
80;800;200;0.05;0.95;0.05;7533.42;94.168;196;200;4;;2054.391
80;800;200;0.05;0.95;0.05;8668.55;108.357;198;200;5;;2063.688
80;800;200;0.05;0.95;0.1;7933.55;99.169;198;200;0;;2072.969
80;800;200;0.05;0.95;0.1;7033.14;87.914;193;200;1;;2082.25
80;800;200;0.05;0.95;0.1;7639.4;95.492;200;200;2;;2091.859
80;800;200;0.05;0.95;0.1;6634.03;82.925;197;200;3;;2101.734
80;800;200;0.05;0.95;0.1;7772.74;97.159;199;200;4;;2111.406
80;800;200;0.05;0.95;0.1;7161.08;89.514;198;200;5;;2121.172
80;800;200;0.05;0.95;1.3;16793.52;209.919;1;200;0;;2126.891
80;800;200;0.05;0.95;1.3;15878.11;198.476;1;200;1;;2132.953
80;800;200;0.05;0.95;1.3;16810.28;210.129;1;200;2;;2138.984
80;800;200;0.05;0.95;1.3;15709.18;196.365;1;200;3;;2145.25
80;800;200;0.05;0.95;1.3;17316.76;216.459;1;200;4;;2151.016
80;800;200;0.05;0.95;1.3;16733.88;209.173;1;200;5;;2157.625
80;800;200;0.1;0.9;0.0;13603.05;170.038;157;200;0;;2167.469
80;800;200;0.1;0.9;0.0;13592.19;169.902;174;200;1;;2176.5
80;800;200;0.1;0.9;0.0;13917.28;173.966;166;200;2;;2185.797
80;800;200;0.1;0.9;0.0;12589.51;157.369;193;200;3;;2194.234
80;800;200;0.1;0.9;0.0;14424.67;180.308;141;200;4;;2201.719
80;800;200;0.1;0.9;0.0;14595.64;182.446;180;200;5;;2209.672
80;800;200;0.1;0.9;0.03;9209.01;115.113;182;200;0;;2218.359
80;800;200;0.1;0.9;0.03;8502.93;106.287;190;200;1;;2226.281
80;800;200;0.1;0.9;0.03;10030.86;125.386;200;200;2;;2236.203
80;800;200;0.1;0.9;0.03;8582.97;107.287;199;200;3;;2245.422
80;800;200;0.1;0.9;0.03;9880.23;123.503;200;200;4;;2253.984
80;800;200;0.1;0.9;0.03;9868.57;123.357;200;200;5;;2264.391
80;800;200;0.1;0.9;0.05;8919.06;111.488;192;200;0;;2273.75
80;800;200;0.1;0.9;0.05;8340.28;104.253;194;200;1;;2283.078
80;800;200;0.1;0.9;0.05;7836.13;97.952;192;200;2;;2292.078
80;800;200;0.1;0.9;0.05;8144.12;101.802;197;200;3;;2301.078
80;800;200;0.1;0.9;0.05;8674.56;108.432;200;200;4;;2310.25
80;800;200;0.1;0.9;0.05;8876.56;110.957;200;200;5;;2319.266
80;800;200;0.1;0.9;0.1;7517.22;93.965;200;200;0;;2328.125
80;800;200;0.1;0.9;0.1;6995.29;87.441;197;200;1;;2337.234
80;800;200;0.1;0.9;0.1;6833.83;85.423;196;200;2;;2345.625
80;800;200;0.1;0.9;0.1;7080.09;88.501;198;200;3;;2354.453
80;800;200;0.1;0.9;0.1;7501.03;93.763;199;200;4;;2364.656
80;800;200;0.1;0.9;0.1;7519.17;93.99;199;200;5;;2375.484
80;800;200;0.1;0.9;1.3;16793.52;209.919;1;200;0;;2382.875
80;800;200;0.1;0.9;1.3;15878.11;198.476;1;200;1;;2388.406
80;800;200;0.1;0.9;1.3;16810.28;210.129;1;200;2;;2395.875
80;800;200;0.1;0.9;1.3;15709.18;196.365;1;200;3;;2401.781
80;800;200;0.1;0.9;1.3;17316.76;216.459;1;200;4;;2407.953
80;800;200;0.1;0.9;1.3;16733.88;209.173;1;200;5;;2414.344
80;800;200;0.2;0.8;0.0;12887.06;161.088;186;200;0;;2423.516
80;800;200;0.2;0.8;0.0;13790.44;172.38;198;200;1;;2432.562
80;800;200;0.2;0.8;0.0;14333.99;179.175;188;200;2;;2441.234
80;800;200;0.2;0.8;0.0;12519.9;156.499;194;200;3;;2450.094
80;800;200;0.2;0.8;0.0;13909.14;173.864;198;200;4;;2459.109
80;800;200;0.2;0.8;0.0;13211.32;165.142;189;200;5;;2468.141
80;800;200;0.2;0.8;0.03;9338.75;116.734;197;200;0;;2476.781
80;800;200;0.2;0.8;0.03;8493.82;106.173;193;200;1;;2485.797
80;800;200;0.2;0.8;0.03;8489.55;106.119;196;200;2;;2494.188
80;800;200;0.2;0.8;0.03;8910.79;111.385;192;200;3;;2503.344
80;800;200;0.2;0.8;0.03;9348.93;116.862;200;200;4;;2512.047
80;800;200;0.2;0.8;0.03;9528.82;119.11;199;200;5;;2520.75
80;800;200;0.2;0.8;0.05;8199.01;102.488;199;200;0;;2529.391
80;800;200;0.2;0.8;0.05;8310.89;103.886;197;200;1;;2538.641
80;800;200;0.2;0.8;0.05;8436.3;105.454;188;200;2;;2547.734
80;800;200;0.2;0.8;0.05;7988.7;99.859;197;200;3;;2556.125
80;800;200;0.2;0.8;0.05;7960.58;99.507;197;200;4;;2565.828
80;800;200;0.2;0.8;0.05;8783.11;109.789;200;200;5;;2571.938
80;800;200;0.2;0.8;0.1;7079.35;88.492;199;200;0;;2579.219
80;800;200;0.2;0.8;0.1;6962.18;87.027;198;200;1;;2587.156
80;800;200;0.2;0.8;0.1;7990.05;99.876;200;200;2;;2595.062
80;800;200;0.2;0.8;0.1;7268.98;90.862;198;200;3;;2603.75
